class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42
F3,0.7461318373680115,0.7411829233169556,3.7793859064549906e-07,0.6681258678436279,0.7145830988883972,-0.021866826340556145,0.6000065207481384,0.6494809985160828,-0.028850601986050606,0.5561785101890564,0.5870910286903381,-0.03533032163977623,0.5193168520927429,0.5379461646080017,-0.0411091148853302,0.6326414942741394,0.5092556476593018,-0.0012368418974801898,0.5942535996437073,0.42274555563926697,-0.017749324440956116,0.5711992979049683,0.37041255831718445,-0.034054458141326904,0.5531261563301086,0.32584238052368164,-0.04608774185180664,0.6764625310897827,0.4814954996109009,-0.006251432467252016,0.6524626612663269,0.37188827991485596,-0.017790662124753,0.6356736421585083,0.3054001033306122,-0.032071664929389954,0.6217803359031677,0.2504275143146515,-0.043069567531347275,0.7210589051246643,0.4792613983154297,-0.01656973734498024,0.7174164652824402,0.37882018089294434,-0.03294290974736214,0.7100911140441895,0.3146912455558777,-0.04591794312000275,0.7006386518478394,0.26085779070854187,-0.055037613958120346,0.766170084476471,0.4978354275226593,-0.029437832534313202,0.7775922417640686,0.42414113879203796,-0.04508558660745621,0.7790845036506653,0.37495559453964233,-0.051180195063352585,0.7758452892303467,0.33037132024765015,-0.05511406064033508,0.15825225412845612,0.7270411252975464,5.101369424664881e-07,0.23196597397327423,0.6897345781326294,-0.028476910665631294,0.2948940396308899,0.6204791069030762,-0.03886287659406662,0.33327585458755493,0.5521458983421326,-0.0479271225631237,0.3595629632472992,0.49739763140678406,-0.05682569369673729,0.24342718720436096,0.49974262714385986,-0.017973514273762703,0.271842360496521,0.41016411781311035,-0.036773934960365295,0.2866945266723633,0.356180340051651,-0.052655287086963654,0.2975269556045532,0.31058645248413086,-0.06326688081026077,0.19780312478542328,0.4831119775772095,-0.01842152513563633,0.20843209326267242,0.3760465979576111,-0.033272843807935715,0.21452990174293518,0.31128406524658203,-0.047580230981111526,0.2165888249874115,0.25962626934051514,-0.057467084378004074,0.15399856865406036,0.48997607827186584,-0.02303686924278736,0.14903472363948822,0.39406394958496094,-0.03904317319393158,0.1456339806318283,0.3368246257305145,-0.05115124210715294,0.14477592706680298,0.2906556725502014,-0.05890173465013504,0.11181167513132095,0.5166821479797363,-0.030707862228155136,0.09178511053323746,0.4489738941192627,-0.046620387583971024,0.07950907200574875,0.40425583720207214,-0.05322921648621559,0.07125008851289749,0.36375218629837036,-0.05617736652493477
Hello,0.743017315864563,0.7455909252166748,2.9721195460297167e-07,0.6639596223831177,0.7267798185348511,-0.021797269582748413,0.5910413861274719,0.6583434343338013,-0.028511231765151024,0.5477359890937805,0.591698944568634,-0.03444106504321098,0.5083801746368408,0.5456554293632507,-0.0396733321249485,0.6250309944152832,0.5207816958427429,-0.005463551729917526,0.5825843811035156,0.43191081285476685,-0.021054662764072418,0.5578341484069824,0.3793528079986572,-0.03605283796787262,0.5392985343933105,0.33353912830352783,-0.04770683869719505,0.6681308150291443,0.4918707609176636,-0.01052561029791832,0.6379509568214417,0.3816702961921692,-0.022161509841680527,0.6196174621582031,0.3141680955886841,-0.0358833484351635,0.6051563024520874,0.2587927579879761,-0.04677410423755646,0.7117990851402283,0.48697972297668457,-0.020427610725164413,0.6996467709541321,0.3856348395347595,-0.03615444526076317,0.6902119517326355,0.32130828499794006,-0.04860156029462814,0.679541826248169,0.26688626408576965,-0.057951558381319046,0.7567227482795715,0.5001562833786011,-0.03279886767268181,0.7619914412498474,0.42345768213272095,-0.04764227569103241,0.7625406384468079,0.3726242780685425,-0.05371192842721939,0.7593833208084106,0.3271801471710205,-0.05816992372274399,0.1637287437915802,0.7331080436706543,5.43610781278403e-07,0.24208849668502808,0.6948992013931274,-0.027885502204298973,0.305707186460495,0.6251413822174072,-0.03522277995944023,0.3415656089782715,0.5552554726600647,-0.04118999466300011,0.3653261065483093,0.5006653666496277,-0.04653703421354294,0.24518419802188873,0.5016871690750122,-0.010684189386665821,0.2791982889175415,0.414154976606369,-0.02593780681490898,0.29718875885009766,0.35996338725090027,-0.0402078852057457,0.3106025457382202,0.3148201107978821,-0.05028403550386429,0.19938483834266663,0.4875641465187073,-0.010584896430373192,0.2129441797733307,0.38157618045806885,-0.02330518700182438,0.22163192927837372,0.31486886739730835,-0.03814135491847992,0.22725525498390198,0.2598601281642914,-0.048892028629779816,0.15706954896450043,0.49525198340415955,-0.015043536201119423,0.15554824471473694,0.39873364567756653,-0.030748192220926285,0.15571701526641846,0.3388352692127228,-0.04509127140045166,0.15737880766391754,0.28824812173843384,-0.05452688783407211,0.11661789566278458,0.5218175649642944,-0.022427281364798546,0.09768841415643692,0.4522802233695984,-0.039449941366910934,0.08606884628534317,0.40432536602020264,-0.048230528831481934,0.07796546816825867,0.3587554693222046,-0.05291488394141197
Thanks ILY,0.743017315864563,0.7455909252166748,2.9721195460297167e-07,0.6639596223831177,0.7267798185348511,-0.021797269582748413,0.5910413861274719,0.6583434343338013,-0.028511231765151024,0.5477359890937805,0.591698944568634,-0.03444106504321098,0.5083801746368408,0.5456554293632507,-0.0396733321249485,0.6250309944152832,0.5207816958427429,-0.005463551729917526,0.5825843811035156,0.43191081285476685,-0.021054662764072418,0.5578341484069824,0.3793528079986572,-0.03605283796787262,0.5392985343933105,0.33353912830352783,-0.04770683869719505,0.6681308150291443,0.4918707609176636,-0.01052561029791832,0.6379509568214417,0.3816702961921692,-0.022161509841680527,0.6196174621582031,0.3141680955886841,-0.0358833484351635,0.6051563024520874,0.2587927579879761,-0.04677410423755646,0.7117990851402283,0.48697972297668457,-0.020427610725164413,0.6996467709541321,0.3856348395347595,-0.03615444526076317,0.6902119517326355,0.32130828499794006,-0.04860156029462814,0.679541826248169,0.26688626408576965,-0.057951558381319046,0.7567227482795715,0.5001562833786011,-0.03279886767268181,0.7619914412498474,0.42345768213272095,-0.04764227569103241,0.7625406384468079,0.3726242780685425,-0.05371192842721939,0.7593833208084106,0.3271801471710205,-0.05816992372274399,0.1637287437915802,0.7331080436706543,5.43610781278403e-07,0.24208849668502808,0.6948992013931274,-0.027885502204298973,0.305707186460495,0.6251413822174072,-0.03522277995944023,0.3415656089782715,0.5552554726600647,-0.04118999466300011,0.3653261065483093,0.5006653666496277,-0.04653703421354294,0.24518419802188873,0.5016871690750122,-0.010684189386665821,0.2791982889175415,0.414154976606369,-0.02593780681490898,0.29718875885009766,0.35996338725090027,-0.0402078852057457,0.3106025457382202,0.3148201107978821,-0.05028403550386429,0.19938483834266663,0.4875641465187073,-0.010584896430373192,0.2129441797733307,0.38157618045806885,-0.02330518700182438,0.22163192927837372,0.31486886739730835,-0.03814135491847992,0.22725525498390198,0.2598601281642914,-0.048892028629779816,0.15706954896450043,0.49525198340415955,-0.015043536201119423,0.15554824471473694,0.39873364567756653,-0.030748192220926285,0.15571701526641846,0.3388352692127228,-0.04509127140045166,0.15737880766391754,0.28824812173843384,-0.05452688783407211,0.11661789566278458,0.5218175649642944,-0.022427281364798546,0.09768841415643692,0.4522802233695984,-0.039449941366910934,0.08606884628534317,0.40432536602020264,-0.048230528831481934,0.07796546816825867,0.3587554693222046,-0.05291488394141197
F3,0.743017315864563,0.7455909252166748,2.9721195460297167e-07,0.6639596223831177,0.7267798185348511,-0.021797269582748413,0.5910413861274719,0.6583434343338013,-0.028511231765151024,0.5477359890937805,0.591698944568634,-0.03444106504321098,0.5083801746368408,0.5456554293632507,-0.0396733321249485,0.6250309944152832,0.5207816958427429,-0.005463551729917526,0.5825843811035156,0.43191081285476685,-0.021054662764072418,0.5578341484069824,0.3793528079986572,-0.03605283796787262,0.5392985343933105,0.33353912830352783,-0.04770683869719505,0.6681308150291443,0.4918707609176636,-0.01052561029791832,0.6379509568214417,0.3816702961921692,-0.022161509841680527,0.6196174621582031,0.3141680955886841,-0.0358833484351635,0.6051563024520874,0.2587927579879761,-0.04677410423755646,0.7117990851402283,0.48697972297668457,-0.020427610725164413,0.6996467709541321,0.3856348395347595,-0.03615444526076317,0.6902119517326355,0.32130828499794006,-0.04860156029462814,0.679541826248169,0.26688626408576965,-0.057951558381319046,0.7567227482795715,0.5001562833786011,-0.03279886767268181,0.7619914412498474,0.42345768213272095,-0.04764227569103241,0.7625406384468079,0.3726242780685425,-0.05371192842721939,0.7593833208084106,0.3271801471710205,-0.05816992372274399,0.1637287437915802,0.7331080436706543,5.43610781278403e-07,0.24208849668502808,0.6948992013931274,-0.027885502204298973,0.305707186460495,0.6251413822174072,-0.03522277995944023,0.3415656089782715,0.5552554726600647,-0.04118999466300011,0.3653261065483093,0.5006653666496277,-0.04653703421354294,0.24518419802188873,0.5016871690750122,-0.010684189386665821,0.2791982889175415,0.414154976606369,-0.02593780681490898,0.29718875885009766,0.35996338725090027,-0.0402078852057457,0.3106025457382202,0.3148201107978821,-0.05028403550386429,0.19938483834266663,0.4875641465187073,-0.010584896430373192,0.2129441797733307,0.38157618045806885,-0.02330518700182438,0.22163192927837372,0.31486886739730835,-0.03814135491847992,0.22725525498390198,0.2598601281642914,-0.048892028629779816,0.15706954896450043,0.49525198340415955,-0.015043536201119423,0.15554824471473694,0.39873364567756653,-0.030748192220926285,0.15571701526641846,0.3388352692127228,-0.04509127140045166,0.15737880766391754,0.28824812173843384,-0.05452688783407211,0.11661789566278458,0.5218175649642944,-0.022427281364798546,0.09768841415643692,0.4522802233695984,-0.039449941366910934,0.08606884628534317,0.40432536602020264,-0.048230528831481934,0.07796546816825867,0.3587554693222046,-0.05291488394141197
Hello,0.7904005646705627,0.7098619937896729,3.3248966246901546e-07,0.7073619365692139,0.6779768466949463,-0.021285783499479294,0.6326414942741394,0.610357403755188,-0.027867620810866356,0.5821781754493713,0.5544480681419373,-0.03522389009594917,0.5485479235649109,0.5030808448791504,-0.041590332984924316,0.6699624061584473,0.48516133427619934,-0.0019164207624271512,0.6285985708236694,0.4005853831768036,-0.021087979897856712,0.6028667688369751,0.3485788404941559,-0.038292404264211655,0.5826923847198486,0.30491769313812256,-0.050811003893613815,0.7129670977592468,0.4571495056152344,-0.008216949179768562,0.6851697564125061,0.35270971059799194,-0.02416621707379818,0.6699610948562622,0.28786376118659973,-0.040159884840250015,0.6588947176933289,0.2333601415157318,-0.05137749761343002,0.7605487108230591,0.44958430528640747,-0.019876806065440178,0.7421995997428894,0.35199686884880066,-0.04075806587934494,0.7333987355232239,0.29160425066947937,-0.05432937666773796,0.7267058491706848,0.2398395538330078,-0.06249869987368584,0.811827540397644,0.45795297622680664,-0.03397081047296524,0.8218163251876831,0.3734170198440552,-0.05229097604751587,0.8344990611076355,0.32048851251602173,-0.058580636978149414,0.8460626602172852,0.2773450016975403,-0.06177940219640732,0.11150535196065903,0.7830895185470581,5.280759296510951e-07,0.1909048855304718,0.7596408128738403,-0.030255742371082306,0.25130802392959595,0.6819707155227661,-0.045615870505571365,0.2928658723831177,0.5980355143547058,-0.05422497168183327,0.32256028056144714,0.5332434773445129,-0.06287313252687454,0.1925707310438156,0.5989977717399597,-0.055289577692747116,0.22206079959869385,0.48531559109687805,-0.07454746961593628,0.23772095143795013,0.4214470684528351,-0.08298139274120331,0.2473188042640686,0.37510213255882263,-0.08767968416213989,0.139873206615448,0.5717703700065613,-0.048741038888692856,0.16718316078186035,0.4418700933456421,-0.06501901894807816,0.18102914094924927,0.36663585901260376,-0.07128792256116867,0.18933483958244324,0.3135284185409546,-0.07608414441347122,0.0921546071767807,0.5645872354507446,-0.043060753494501114,0.11130371689796448,0.44237276911735535,-0.056509166955947876,0.12049555778503418,0.37018883228302,-0.06461165100336075,0.12858545780181885,0.31743746995925903,-0.07110476493835449,0.051661863923072815,0.5742354393005371,-0.03875229135155678,0.053413137793540955,0.48713991045951843,-0.05141068622469902,0.05507209897041321,0.432049959897995,-0.057456761598587036,0.05955514311790466,0.3897894024848938,-0.06129441037774086
Thanks ILY,0.7904005646705627,0.7098619937896729,3.3248966246901546e-07,0.7073619365692139,0.6779768466949463,-0.021285783499479294,0.6326414942741394,0.610357403755188,-0.027867620810866356,0.5821781754493713,0.5544480681419373,-0.03522389009594917,0.5485479235649109,0.5030808448791504,-0.041590332984924316,0.6699624061584473,0.48516133427619934,-0.0019164207624271512,0.6285985708236694,0.4005853831768036,-0.021087979897856712,0.6028667688369751,0.3485788404941559,-0.038292404264211655,0.5826923847198486,0.30491769313812256,-0.050811003893613815,0.7129670977592468,0.4571495056152344,-0.008216949179768562,0.6851697564125061,0.35270971059799194,-0.02416621707379818,0.6699610948562622,0.28786376118659973,-0.040159884840250015,0.6588947176933289,0.2333601415157318,-0.05137749761343002,0.7605487108230591,0.44958430528640747,-0.019876806065440178,0.7421995997428894,0.35199686884880066,-0.04075806587934494,0.7333987355232239,0.29160425066947937,-0.05432937666773796,0.7267058491706848,0.2398395538330078,-0.06249869987368584,0.811827540397644,0.45795297622680664,-0.03397081047296524,0.8218163251876831,0.3734170198440552,-0.05229097604751587,0.8344990611076355,0.32048851251602173,-0.058580636978149414,0.8460626602172852,0.2773450016975403,-0.06177940219640732,0.11150535196065903,0.7830895185470581,5.280759296510951e-07,0.1909048855304718,0.7596408128738403,-0.030255742371082306,0.25130802392959595,0.6819707155227661,-0.045615870505571365,0.2928658723831177,0.5980355143547058,-0.05422497168183327,0.32256028056144714,0.5332434773445129,-0.06287313252687454,0.1925707310438156,0.5989977717399597,-0.055289577692747116,0.22206079959869385,0.48531559109687805,-0.07454746961593628,0.23772095143795013,0.4214470684528351,-0.08298139274120331,0.2473188042640686,0.37510213255882263,-0.08767968416213989,0.139873206615448,0.5717703700065613,-0.048741038888692856,0.16718316078186035,0.4418700933456421,-0.06501901894807816,0.18102914094924927,0.36663585901260376,-0.07128792256116867,0.18933483958244324,0.3135284185409546,-0.07608414441347122,0.0921546071767807,0.5645872354507446,-0.043060753494501114,0.11130371689796448,0.44237276911735535,-0.056509166955947876,0.12049555778503418,0.37018883228302,-0.06461165100336075,0.12858545780181885,0.31743746995925903,-0.07110476493835449,0.051661863923072815,0.5742354393005371,-0.03875229135155678,0.053413137793540955,0.48713991045951843,-0.05141068622469902,0.05507209897041321,0.432049959897995,-0.057456761598587036,0.05955514311790466,0.3897894024848938,-0.06129441037774086
F3,0.7904005646705627,0.7098619937896729,3.3248966246901546e-07,0.7073619365692139,0.6779768466949463,-0.021285783499479294,0.6326414942741394,0.610357403755188,-0.027867620810866356,0.5821781754493713,0.5544480681419373,-0.03522389009594917,0.5485479235649109,0.5030808448791504,-0.041590332984924316,0.6699624061584473,0.48516133427619934,-0.0019164207624271512,0.6285985708236694,0.4005853831768036,-0.021087979897856712,0.6028667688369751,0.3485788404941559,-0.038292404264211655,0.5826923847198486,0.30491769313812256,-0.050811003893613815,0.7129670977592468,0.4571495056152344,-0.008216949179768562,0.6851697564125061,0.35270971059799194,-0.02416621707379818,0.6699610948562622,0.28786376118659973,-0.040159884840250015,0.6588947176933289,0.2333601415157318,-0.05137749761343002,0.7605487108230591,0.44958430528640747,-0.019876806065440178,0.7421995997428894,0.35199686884880066,-0.04075806587934494,0.7333987355232239,0.29160425066947937,-0.05432937666773796,0.7267058491706848,0.2398395538330078,-0.06249869987368584,0.811827540397644,0.45795297622680664,-0.03397081047296524,0.8218163251876831,0.3734170198440552,-0.05229097604751587,0.8344990611076355,0.32048851251602173,-0.058580636978149414,0.8460626602172852,0.2773450016975403,-0.06177940219640732,0.11150535196065903,0.7830895185470581,5.280759296510951e-07,0.1909048855304718,0.7596408128738403,-0.030255742371082306,0.25130802392959595,0.6819707155227661,-0.045615870505571365,0.2928658723831177,0.5980355143547058,-0.05422497168183327,0.32256028056144714,0.5332434773445129,-0.06287313252687454,0.1925707310438156,0.5989977717399597,-0.055289577692747116,0.22206079959869385,0.48531559109687805,-0.07454746961593628,0.23772095143795013,0.4214470684528351,-0.08298139274120331,0.2473188042640686,0.37510213255882263,-0.08767968416213989,0.139873206615448,0.5717703700065613,-0.048741038888692856,0.16718316078186035,0.4418700933456421,-0.06501901894807816,0.18102914094924927,0.36663585901260376,-0.07128792256116867,0.18933483958244324,0.3135284185409546,-0.07608414441347122,0.0921546071767807,0.5645872354507446,-0.043060753494501114,0.11130371689796448,0.44237276911735535,-0.056509166955947876,0.12049555778503418,0.37018883228302,-0.06461165100336075,0.12858545780181885,0.31743746995925903,-0.07110476493835449,0.051661863923072815,0.5742354393005371,-0.03875229135155678,0.053413137793540955,0.48713991045951843,-0.05141068622469902,0.05507209897041321,0.432049959897995,-0.057456761598587036,0.05955514311790466,0.3897894024848938,-0.06129441037774086
Hello,0.8131989240646362,0.6692173480987549,4.5796795689057035e-07,0.7393748164176941,0.6225173473358154,-0.024603083729743958,0.676851749420166,0.5586757659912109,-0.038261495530605316,0.6327171325683594,0.5017396807670593,-0.05177107825875282,0.6020105481147766,0.45083773136138916,-0.06529513001441956,0.7281926274299622,0.43178197741508484,-0.016978571191430092,0.7002629637718201,0.331871896982193,-0.041115280240774155,0.6841580867767334,0.27278876304626465,-0.061866890639066696,0.6733497381210327,0.2221202850341797,-0.07588484138250351,0.7675169110298157,0.4182188808917999,-0.022795753553509712,0.7539851665496826,0.302718847990036,-0.043801601976156235,0.7508454918861389,0.23096001148223877,-0.06250455975532532,0.7505017518997192,0.17228016257286072,-0.07515117526054382,0.8046454787254333,0.4254351258277893,-0.03318127244710922,0.7962862253189087,0.328949511051178,-0.05522780120372772,0.7884476780891418,0.26483577489852905,-0.06900838017463684,0.7836557626724243,0.2122592329978943,-0.07748586684465408,0.839459240436554,0.44823896884918213,-0.04611729457974434,0.8275132179260254,0.38387399911880493,-0.06269939988851547,0.8164763450622559,0.3537432551383972,-0.06608879566192627,0.8086094260215759,0.3312508165836334,-0.06762893497943878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thanks ILY,0.8131989240646362,0.6692173480987549,4.5796795689057035e-07,0.7393748164176941,0.6225173473358154,-0.024603083729743958,0.676851749420166,0.5586757659912109,-0.038261495530605316,0.6327171325683594,0.5017396807670593,-0.05177107825875282,0.6020105481147766,0.45083773136138916,-0.06529513001441956,0.7281926274299622,0.43178197741508484,-0.016978571191430092,0.7002629637718201,0.331871896982193,-0.041115280240774155,0.6841580867767334,0.27278876304626465,-0.061866890639066696,0.6733497381210327,0.2221202850341797,-0.07588484138250351,0.7675169110298157,0.4182188808917999,-0.022795753553509712,0.7539851665496826,0.302718847990036,-0.043801601976156235,0.7508454918861389,0.23096001148223877,-0.06250455975532532,0.7505017518997192,0.17228016257286072,-0.07515117526054382,0.8046454787254333,0.4254351258277893,-0.03318127244710922,0.7962862253189087,0.328949511051178,-0.05522780120372772,0.7884476780891418,0.26483577489852905,-0.06900838017463684,0.7836557626724243,0.2122592329978943,-0.07748586684465408,0.839459240436554,0.44823896884918213,-0.04611729457974434,0.8275132179260254,0.38387399911880493,-0.06269939988851547,0.8164763450622559,0.3537432551383972,-0.06608879566192627,0.8086094260215759,0.3312508165836334,-0.06762893497943878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.8131989240646362,0.6692173480987549,4.5796795689057035e-07,0.7393748164176941,0.6225173473358154,-0.024603083729743958,0.676851749420166,0.5586757659912109,-0.038261495530605316,0.6327171325683594,0.5017396807670593,-0.05177107825875282,0.6020105481147766,0.45083773136138916,-0.06529513001441956,0.7281926274299622,0.43178197741508484,-0.016978571191430092,0.7002629637718201,0.331871896982193,-0.041115280240774155,0.6841580867767334,0.27278876304626465,-0.061866890639066696,0.6733497381210327,0.2221202850341797,-0.07588484138250351,0.7675169110298157,0.4182188808917999,-0.022795753553509712,0.7539851665496826,0.302718847990036,-0.043801601976156235,0.7508454918861389,0.23096001148223877,-0.06250455975532532,0.7505017518997192,0.17228016257286072,-0.07515117526054382,0.8046454787254333,0.4254351258277893,-0.03318127244710922,0.7962862253189087,0.328949511051178,-0.05522780120372772,0.7884476780891418,0.26483577489852905,-0.06900838017463684,0.7836557626724243,0.2122592329978943,-0.07748586684465408,0.839459240436554,0.44823896884918213,-0.04611729457974434,0.8275132179260254,0.38387399911880493,-0.06269939988851547,0.8164763450622559,0.3537432551383972,-0.06608879566192627,0.8086094260215759,0.3312508165836334,-0.06762893497943878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.8599785566329956,0.6431495547294617,4.431628894963069e-07,0.7874748110771179,0.599150538444519,-0.03266676515340805,0.7246900796890259,0.5327481627464294,-0.050398193299770355,0.686263382434845,0.47067123651504517,-0.0660754144191742,0.6618889570236206,0.41858479380607605,-0.08101888746023178,0.7630226016044617,0.4071412980556488,-0.030314723029732704,0.7383042573928833,0.30776673555374146,-0.06058550626039505,0.727431058883667,0.24538178741931915,-0.08397459238767624,0.722517192363739,0.19273722171783447,-0.09978939592838287,0.8103643655776978,0.38907375931739807,-0.032923512160778046,0.8035409450531006,0.2845034599304199,-0.059622623026371,0.8050057291984558,0.21847809851169586,-0.07993811368942261,0.8086270093917847,0.16156402230262756,-0.09314534813165665,0.8568934798240662,0.3929694890975952,-0.040513671934604645,0.870882511138916,0.30597007274627686,-0.0690247043967247,0.8845351338386536,0.2520226240158081,-0.08272196352481842,0.8966963887214661,0.20675283670425415,-0.08945164829492569,0.9017885327339172,0.41696205735206604,-0.05101556330919266,0.9191718697547913,0.35058367252349854,-0.07462722808122635,0.9351152181625366,0.30795592069625854,-0.0805480107665062,0.948707640171051,0.27097684144973755,-0.0822034627199173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thanks ILY,0.8599785566329956,0.6431495547294617,4.431628894963069e-07,0.7874748110771179,0.599150538444519,-0.03266676515340805,0.7246900796890259,0.5327481627464294,-0.050398193299770355,0.686263382434845,0.47067123651504517,-0.0660754144191742,0.6618889570236206,0.41858479380607605,-0.08101888746023178,0.7630226016044617,0.4071412980556488,-0.030314723029732704,0.7383042573928833,0.30776673555374146,-0.06058550626039505,0.727431058883667,0.24538178741931915,-0.08397459238767624,0.722517192363739,0.19273722171783447,-0.09978939592838287,0.8103643655776978,0.38907375931739807,-0.032923512160778046,0.8035409450531006,0.2845034599304199,-0.059622623026371,0.8050057291984558,0.21847809851169586,-0.07993811368942261,0.8086270093917847,0.16156402230262756,-0.09314534813165665,0.8568934798240662,0.3929694890975952,-0.040513671934604645,0.870882511138916,0.30597007274627686,-0.0690247043967247,0.8845351338386536,0.2520226240158081,-0.08272196352481842,0.8966963887214661,0.20675283670425415,-0.08945164829492569,0.9017885327339172,0.41696205735206604,-0.05101556330919266,0.9191718697547913,0.35058367252349854,-0.07462722808122635,0.9351152181625366,0.30795592069625854,-0.0805480107665062,0.948707640171051,0.27097684144973755,-0.0822034627199173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.8599785566329956,0.6431495547294617,4.431628894963069e-07,0.7874748110771179,0.599150538444519,-0.03266676515340805,0.7246900796890259,0.5327481627464294,-0.050398193299770355,0.686263382434845,0.47067123651504517,-0.0660754144191742,0.6618889570236206,0.41858479380607605,-0.08101888746023178,0.7630226016044617,0.4071412980556488,-0.030314723029732704,0.7383042573928833,0.30776673555374146,-0.06058550626039505,0.727431058883667,0.24538178741931915,-0.08397459238767624,0.722517192363739,0.19273722171783447,-0.09978939592838287,0.8103643655776978,0.38907375931739807,-0.032923512160778046,0.8035409450531006,0.2845034599304199,-0.059622623026371,0.8050057291984558,0.21847809851169586,-0.07993811368942261,0.8086270093917847,0.16156402230262756,-0.09314534813165665,0.8568934798240662,0.3929694890975952,-0.040513671934604645,0.870882511138916,0.30597007274627686,-0.0690247043967247,0.8845351338386536,0.2520226240158081,-0.08272196352481842,0.8966963887214661,0.20675283670425415,-0.08945164829492569,0.9017885327339172,0.41696205735206604,-0.05101556330919266,0.9191718697547913,0.35058367252349854,-0.07462722808122635,0.9351152181625366,0.30795592069625854,-0.0805480107665062,0.948707640171051,0.27097684144973755,-0.0822034627199173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
