class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844669342041016,0.6807997822761536,6.723019509990991e-07,0.3298906981945038,0.6248530745506287,-0.02874547429382801,0.3944118320941925,0.5445534586906433,-0.04247545078396797,0.4367118775844574,0.4773901700973511,-0.055623020976781845,0.4759058356285095,0.43179047107696533,-0.06877660751342773,0.3186308741569519,0.4182394742965698,-0.018453001976013184,0.34390711784362793,0.32125920057296753,-0.04002504050731659,0.36176469922065735,0.264964759349823,-0.05972382426261902,0.3756979703903198,0.21674993634223938,-0.07326563447713852,0.2709842324256897,0.4075937271118164,-0.02200574241578579,0.27305868268013,0.29107242822647095,-0.03900725394487381,0.2746305763721466,0.21995384991168976,-0.057647086679935455,0.2737143039703369,0.1643272042274475,-0.07139120995998383,0.22719435393810272,0.4190881550312042,-0.029947778210043907,0.20921532809734344,0.3190223276615143,-0.047747835516929626,0.19758054614067078,0.25751978158950806,-0.06260637938976288,0.18986749649047852,0.2087750881910324,-0.07277849316596985,0.18623366951942444,0.45181286334991455,-0.041110001504421234,0.15744544565677643,0.37892836332321167,-0.05692130699753761,0.13970448076725006,0.3314248323440552,-0.06379789113998413,0.1273392289876938,0.28788527846336365,-0.06773628294467926
Thanks ILY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844669342041016,0.6807997822761536,6.723019509990991e-07,0.3298906981945038,0.6248530745506287,-0.02874547429382801,0.3944118320941925,0.5445534586906433,-0.04247545078396797,0.4367118775844574,0.4773901700973511,-0.055623020976781845,0.4759058356285095,0.43179047107696533,-0.06877660751342773,0.3186308741569519,0.4182394742965698,-0.018453001976013184,0.34390711784362793,0.32125920057296753,-0.04002504050731659,0.36176469922065735,0.264964759349823,-0.05972382426261902,0.3756979703903198,0.21674993634223938,-0.07326563447713852,0.2709842324256897,0.4075937271118164,-0.02200574241578579,0.27305868268013,0.29107242822647095,-0.03900725394487381,0.2746305763721466,0.21995384991168976,-0.057647086679935455,0.2737143039703369,0.1643272042274475,-0.07139120995998383,0.22719435393810272,0.4190881550312042,-0.029947778210043907,0.20921532809734344,0.3190223276615143,-0.047747835516929626,0.19758054614067078,0.25751978158950806,-0.06260637938976288,0.18986749649047852,0.2087750881910324,-0.07277849316596985,0.18623366951942444,0.45181286334991455,-0.041110001504421234,0.15744544565677643,0.37892836332321167,-0.05692130699753761,0.13970448076725006,0.3314248323440552,-0.06379789113998413,0.1273392289876938,0.28788527846336365,-0.06773628294467926
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844669342041016,0.6807997822761536,6.723019509990991e-07,0.3298906981945038,0.6248530745506287,-0.02874547429382801,0.3944118320941925,0.5445534586906433,-0.04247545078396797,0.4367118775844574,0.4773901700973511,-0.055623020976781845,0.4759058356285095,0.43179047107696533,-0.06877660751342773,0.3186308741569519,0.4182394742965698,-0.018453001976013184,0.34390711784362793,0.32125920057296753,-0.04002504050731659,0.36176469922065735,0.264964759349823,-0.05972382426261902,0.3756979703903198,0.21674993634223938,-0.07326563447713852,0.2709842324256897,0.4075937271118164,-0.02200574241578579,0.27305868268013,0.29107242822647095,-0.03900725394487381,0.2746305763721466,0.21995384991168976,-0.057647086679935455,0.2737143039703369,0.1643272042274475,-0.07139120995998383,0.22719435393810272,0.4190881550312042,-0.029947778210043907,0.20921532809734344,0.3190223276615143,-0.047747835516929626,0.19758054614067078,0.25751978158950806,-0.06260637938976288,0.18986749649047852,0.2087750881910324,-0.07277849316596985,0.18623366951942444,0.45181286334991455,-0.041110001504421234,0.15744544565677643,0.37892836332321167,-0.05692130699753761,0.13970448076725006,0.3314248323440552,-0.06379789113998413,0.1273392289876938,0.28788527846336365,-0.06773628294467926
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18370085954666138,0.6739823818206787,6.55764154089411e-07,0.2662375867366791,0.6107316017150879,-0.025591272860765457,0.3294157087802887,0.5213086605072021,-0.029824813827872276,0.36901602149009705,0.4474033713340759,-0.033216442912817,0.39627230167388916,0.39984676241874695,-0.03617173433303833,0.24019624292850494,0.40430572628974915,-0.001324063865467906,0.2548314332962036,0.3109145760536194,-0.011081628501415253,0.2641332745552063,0.2524482011795044,-0.024516774341464043,0.2707541584968567,0.2031445950269699,-0.03547458350658417,0.18818780779838562,0.4018193781375885,-0.0023811410646885633,0.1814059466123581,0.29123950004577637,-0.009935800917446613,0.17735126614570618,0.22330139577388763,-0.026061510667204857,0.17219674587249756,0.16878002882003784,-0.039415597915649414,0.143545463681221,0.4196748435497284,-0.008087011985480785,0.12226362526416779,0.32332614064216614,-0.020381497219204903,0.10955891013145447,0.26544511318206787,-0.03686387091875076,0.10005746781826019,0.21838125586509705,-0.04857708513736725,0.10350382328033447,0.4570747911930084,-0.016854263842105865,0.07180415093898773,0.3855142593383789,-0.03100038878619671,0.050592005252838135,0.3407841920852661,-0.04022348299622536,0.03600502014160156,0.2968585193157196,-0.04597087204456329
Thanks ILY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18370085954666138,0.6739823818206787,6.55764154089411e-07,0.2662375867366791,0.6107316017150879,-0.025591272860765457,0.3294157087802887,0.5213086605072021,-0.029824813827872276,0.36901602149009705,0.4474033713340759,-0.033216442912817,0.39627230167388916,0.39984676241874695,-0.03617173433303833,0.24019624292850494,0.40430572628974915,-0.001324063865467906,0.2548314332962036,0.3109145760536194,-0.011081628501415253,0.2641332745552063,0.2524482011795044,-0.024516774341464043,0.2707541584968567,0.2031445950269699,-0.03547458350658417,0.18818780779838562,0.4018193781375885,-0.0023811410646885633,0.1814059466123581,0.29123950004577637,-0.009935800917446613,0.17735126614570618,0.22330139577388763,-0.026061510667204857,0.17219674587249756,0.16878002882003784,-0.039415597915649414,0.143545463681221,0.4196748435497284,-0.008087011985480785,0.12226362526416779,0.32332614064216614,-0.020381497219204903,0.10955891013145447,0.26544511318206787,-0.03686387091875076,0.10005746781826019,0.21838125586509705,-0.04857708513736725,0.10350382328033447,0.4570747911930084,-0.016854263842105865,0.07180415093898773,0.3855142593383789,-0.03100038878619671,0.050592005252838135,0.3407841920852661,-0.04022348299622536,0.03600502014160156,0.2968585193157196,-0.04597087204456329
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18370085954666138,0.6739823818206787,6.55764154089411e-07,0.2662375867366791,0.6107316017150879,-0.025591272860765457,0.3294157087802887,0.5213086605072021,-0.029824813827872276,0.36901602149009705,0.4474033713340759,-0.033216442912817,0.39627230167388916,0.39984676241874695,-0.03617173433303833,0.24019624292850494,0.40430572628974915,-0.001324063865467906,0.2548314332962036,0.3109145760536194,-0.011081628501415253,0.2641332745552063,0.2524482011795044,-0.024516774341464043,0.2707541584968567,0.2031445950269699,-0.03547458350658417,0.18818780779838562,0.4018193781375885,-0.0023811410646885633,0.1814059466123581,0.29123950004577637,-0.009935800917446613,0.17735126614570618,0.22330139577388763,-0.026061510667204857,0.17219674587249756,0.16878002882003784,-0.039415597915649414,0.143545463681221,0.4196748435497284,-0.008087011985480785,0.12226362526416779,0.32332614064216614,-0.020381497219204903,0.10955891013145447,0.26544511318206787,-0.03686387091875076,0.10005746781826019,0.21838125586509705,-0.04857708513736725,0.10350382328033447,0.4570747911930084,-0.016854263842105865,0.07180415093898773,0.3855142593383789,-0.03100038878619671,0.050592005252838135,0.3407841920852661,-0.04022348299622536,0.03600502014160156,0.2968585193157196,-0.04597087204456329
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19796617329120636,0.6659159064292908,5.505465878741234e-07,0.2712908685207367,0.6083927154541016,-0.028612669557332993,0.33275121450424194,0.523957371711731,-0.04007481038570404,0.37024036049842834,0.45292964577674866,-0.051051441580057144,0.4003475606441498,0.40305182337760925,-0.06169996038079262,0.24703890085220337,0.40268367528915405,-0.01713990420103073,0.2678133547306061,0.3050195574760437,-0.035959646105766296,0.2783915102481842,0.24619972705841064,-0.05304336175322533,0.2857668995857239,0.1967838853597641,-0.0647168830037117,0.19495511054992676,0.39629197120666504,-0.018060309812426567,0.1872636079788208,0.28611478209495544,-0.032709427177906036,0.185073584318161,0.22169604897499084,-0.047046735882759094,0.18188507854938507,0.17080533504486084,-0.0574146993458271,0.1504700481891632,0.4107247591018677,-0.02333931438624859,0.12670399248600006,0.3173341453075409,-0.038858234882354736,0.11479215323925018,0.26365727186203003,-0.0499846376478672,0.1069461926817894,0.21949386596679688,-0.05738465487957001,0.11246685683727264,0.4451933205127716,-0.032039824873209,0.07641908526420593,0.37913429737091064,-0.04688115790486336,0.054266542196273804,0.336944580078125,-0.05194226652383804,0.03719291090965271,0.29845377802848816,-0.054052822291851044
Thanks ILY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19796617329120636,0.6659159064292908,5.505465878741234e-07,0.2712908685207367,0.6083927154541016,-0.028612669557332993,0.33275121450424194,0.523957371711731,-0.04007481038570404,0.37024036049842834,0.45292964577674866,-0.051051441580057144,0.4003475606441498,0.40305182337760925,-0.06169996038079262,0.24703890085220337,0.40268367528915405,-0.01713990420103073,0.2678133547306061,0.3050195574760437,-0.035959646105766296,0.2783915102481842,0.24619972705841064,-0.05304336175322533,0.2857668995857239,0.1967838853597641,-0.0647168830037117,0.19495511054992676,0.39629197120666504,-0.018060309812426567,0.1872636079788208,0.28611478209495544,-0.032709427177906036,0.185073584318161,0.22169604897499084,-0.047046735882759094,0.18188507854938507,0.17080533504486084,-0.0574146993458271,0.1504700481891632,0.4107247591018677,-0.02333931438624859,0.12670399248600006,0.3173341453075409,-0.038858234882354736,0.11479215323925018,0.26365727186203003,-0.0499846376478672,0.1069461926817894,0.21949386596679688,-0.05738465487957001,0.11246685683727264,0.4451933205127716,-0.032039824873209,0.07641908526420593,0.37913429737091064,-0.04688115790486336,0.054266542196273804,0.336944580078125,-0.05194226652383804,0.03719291090965271,0.29845377802848816,-0.054052822291851044
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19796617329120636,0.6659159064292908,5.505465878741234e-07,0.2712908685207367,0.6083927154541016,-0.028612669557332993,0.33275121450424194,0.523957371711731,-0.04007481038570404,0.37024036049842834,0.45292964577674866,-0.051051441580057144,0.4003475606441498,0.40305182337760925,-0.06169996038079262,0.24703890085220337,0.40268367528915405,-0.01713990420103073,0.2678133547306061,0.3050195574760437,-0.035959646105766296,0.2783915102481842,0.24619972705841064,-0.05304336175322533,0.2857668995857239,0.1967838853597641,-0.0647168830037117,0.19495511054992676,0.39629197120666504,-0.018060309812426567,0.1872636079788208,0.28611478209495544,-0.032709427177906036,0.185073584318161,0.22169604897499084,-0.047046735882759094,0.18188507854938507,0.17080533504486084,-0.0574146993458271,0.1504700481891632,0.4107247591018677,-0.02333931438624859,0.12670399248600006,0.3173341453075409,-0.038858234882354736,0.11479215323925018,0.26365727186203003,-0.0499846376478672,0.1069461926817894,0.21949386596679688,-0.05738465487957001,0.11246685683727264,0.4451933205127716,-0.032039824873209,0.07641908526420593,0.37913429737091064,-0.04688115790486336,0.054266542196273804,0.336944580078125,-0.05194226652383804,0.03719291090965271,0.29845377802848816,-0.054052822291851044
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022889137268066,0.6769486665725708,4.897696044281474e-07,0.3079347610473633,0.6207969784736633,-0.02584563009440899,0.3650776147842407,0.5331935882568359,-0.0391397699713707,0.4011082947254181,0.46586278080940247,-0.05368701368570328,0.43427830934524536,0.4220368266105652,-0.06869401037693024,0.28771695494651794,0.4101511538028717,-0.01806321181356907,0.3026185631752014,0.31227654218673706,-0.044048916548490524,0.3167721629142761,0.2588176429271698,-0.06692918390035629,0.3302036225795746,0.2150030881166458,-0.08189677447080612,0.23896393179893494,0.40594789385795593,-0.023516662418842316,0.2270711213350296,0.29367098212242126,-0.043850548565387726,0.22253403067588806,0.22331000864505768,-0.06384476274251938,0.21705399453639984,0.16589993238449097,-0.07819637656211853,0.19617921113967896,0.4240064024925232,-0.03336723521351814,0.17052330076694489,0.32752859592437744,-0.05317169800400734,0.15646949410438538,0.2665589451789856,-0.06847722083330154,0.1451754868030548,0.21545842289924622,-0.07861945778131485,0.15895478427410126,0.46113425493240356,-0.04635001718997955,0.12373978644609451,0.38997721672058105,-0.06364616006612778,0.10141885280609131,0.34460440278053284,-0.07078224420547485,0.08258749544620514,0.30280762910842896,-0.07462985813617706
Thanks ILY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022889137268066,0.6769486665725708,4.897696044281474e-07,0.3079347610473633,0.6207969784736633,-0.02584563009440899,0.3650776147842407,0.5331935882568359,-0.0391397699713707,0.4011082947254181,0.46586278080940247,-0.05368701368570328,0.43427830934524536,0.4220368266105652,-0.06869401037693024,0.28771695494651794,0.4101511538028717,-0.01806321181356907,0.3026185631752014,0.31227654218673706,-0.044048916548490524,0.3167721629142761,0.2588176429271698,-0.06692918390035629,0.3302036225795746,0.2150030881166458,-0.08189677447080612,0.23896393179893494,0.40594789385795593,-0.023516662418842316,0.2270711213350296,0.29367098212242126,-0.043850548565387726,0.22253403067588806,0.22331000864505768,-0.06384476274251938,0.21705399453639984,0.16589993238449097,-0.07819637656211853,0.19617921113967896,0.4240064024925232,-0.03336723521351814,0.17052330076694489,0.32752859592437744,-0.05317169800400734,0.15646949410438538,0.2665589451789856,-0.06847722083330154,0.1451754868030548,0.21545842289924622,-0.07861945778131485,0.15895478427410126,0.46113425493240356,-0.04635001718997955,0.12373978644609451,0.38997721672058105,-0.06364616006612778,0.10141885280609131,0.34460440278053284,-0.07078224420547485,0.08258749544620514,0.30280762910842896,-0.07462985813617706
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24022889137268066,0.6769486665725708,4.897696044281474e-07,0.3079347610473633,0.6207969784736633,-0.02584563009440899,0.3650776147842407,0.5331935882568359,-0.0391397699713707,0.4011082947254181,0.46586278080940247,-0.05368701368570328,0.43427830934524536,0.4220368266105652,-0.06869401037693024,0.28771695494651794,0.4101511538028717,-0.01806321181356907,0.3026185631752014,0.31227654218673706,-0.044048916548490524,0.3167721629142761,0.2588176429271698,-0.06692918390035629,0.3302036225795746,0.2150030881166458,-0.08189677447080612,0.23896393179893494,0.40594789385795593,-0.023516662418842316,0.2270711213350296,0.29367098212242126,-0.043850548565387726,0.22253403067588806,0.22331000864505768,-0.06384476274251938,0.21705399453639984,0.16589993238449097,-0.07819637656211853,0.19617921113967896,0.4240064024925232,-0.03336723521351814,0.17052330076694489,0.32752859592437744,-0.05317169800400734,0.15646949410438538,0.2665589451789856,-0.06847722083330154,0.1451754868030548,0.21545842289924622,-0.07861945778131485,0.15895478427410126,0.46113425493240356,-0.04635001718997955,0.12373978644609451,0.38997721672058105,-0.06364616006612778,0.10141885280609131,0.34460440278053284,-0.07078224420547485,0.08258749544620514,0.30280762910842896,-0.07462985813617706
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897379994392395,0.6805322170257568,4.994140567760041e-07,0.35648804903030396,0.628663957118988,-0.029298411682248116,0.41546857357025146,0.554658830165863,-0.04652706906199455,0.45545899868011475,0.49029818177223206,-0.06392857432365417,0.48915326595306396,0.43718671798706055,-0.08162333071231842,0.34111639857292175,0.4218762516975403,-0.025304483249783516,0.36185944080352783,0.3257283568382263,-0.05130767822265625,0.3744589388370514,0.2732012867927551,-0.07337108254432678,0.3847050666809082,0.22664150595664978,-0.08799537271261215,0.2930414080619812,0.40974217653274536,-0.029120080173015594,0.2893023192882538,0.2981467545032501,-0.049385663121938705,0.288283109664917,0.23159058392047882,-0.06792830675840378,0.2844463586807251,0.17654135823249817,-0.08100947737693787,0.24948881566524506,0.4219852685928345,-0.03703153505921364,0.22907140851020813,0.3244326710700989,-0.0561923012137413,0.21723298728466034,0.2661908268928528,-0.06928490847349167,0.2075689435005188,0.21665872633457184,-0.07774778455495834,0.2105444073677063,0.45457351207733154,-0.04817042872309685,0.177122101187706,0.3824481964111328,-0.06490998715162277,0.15763914585113525,0.3354857563972473,-0.07041513174772263,0.14210021495819092,0.29283222556114197,-0.07264728099107742
Thanks ILY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897379994392395,0.6805322170257568,4.994140567760041e-07,0.35648804903030396,0.628663957118988,-0.029298411682248116,0.41546857357025146,0.554658830165863,-0.04652706906199455,0.45545899868011475,0.49029818177223206,-0.06392857432365417,0.48915326595306396,0.43718671798706055,-0.08162333071231842,0.34111639857292175,0.4218762516975403,-0.025304483249783516,0.36185944080352783,0.3257283568382263,-0.05130767822265625,0.3744589388370514,0.2732012867927551,-0.07337108254432678,0.3847050666809082,0.22664150595664978,-0.08799537271261215,0.2930414080619812,0.40974217653274536,-0.029120080173015594,0.2893023192882538,0.2981467545032501,-0.049385663121938705,0.288283109664917,0.23159058392047882,-0.06792830675840378,0.2844463586807251,0.17654135823249817,-0.08100947737693787,0.24948881566524506,0.4219852685928345,-0.03703153505921364,0.22907140851020813,0.3244326710700989,-0.0561923012137413,0.21723298728466034,0.2661908268928528,-0.06928490847349167,0.2075689435005188,0.21665872633457184,-0.07774778455495834,0.2105444073677063,0.45457351207733154,-0.04817042872309685,0.177122101187706,0.3824481964111328,-0.06490998715162277,0.15763914585113525,0.3354857563972473,-0.07041513174772263,0.14210021495819092,0.29283222556114197,-0.07264728099107742
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897379994392395,0.6805322170257568,4.994140567760041e-07,0.35648804903030396,0.628663957118988,-0.029298411682248116,0.41546857357025146,0.554658830165863,-0.04652706906199455,0.45545899868011475,0.49029818177223206,-0.06392857432365417,0.48915326595306396,0.43718671798706055,-0.08162333071231842,0.34111639857292175,0.4218762516975403,-0.025304483249783516,0.36185944080352783,0.3257283568382263,-0.05130767822265625,0.3744589388370514,0.2732012867927551,-0.07337108254432678,0.3847050666809082,0.22664150595664978,-0.08799537271261215,0.2930414080619812,0.40974217653274536,-0.029120080173015594,0.2893023192882538,0.2981467545032501,-0.049385663121938705,0.288283109664917,0.23159058392047882,-0.06792830675840378,0.2844463586807251,0.17654135823249817,-0.08100947737693787,0.24948881566524506,0.4219852685928345,-0.03703153505921364,0.22907140851020813,0.3244326710700989,-0.0561923012137413,0.21723298728466034,0.2661908268928528,-0.06928490847349167,0.2075689435005188,0.21665872633457184,-0.07774778455495834,0.2105444073677063,0.45457351207733154,-0.04817042872309685,0.177122101187706,0.3824481964111328,-0.06490998715162277,0.15763914585113525,0.3354857563972473,-0.07041513174772263,0.14210021495819092,0.29283222556114197,-0.07264728099107742
Hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2798568904399872,0.679007351398468,5.680849426425993e-07,0.34874725341796875,0.6274157166481018,-0.03137000650167465,0.40897148847579956,0.5524994134902954,-0.04928429797291756,0.44772377610206604,0.4852028489112854,-0.06645913422107697,0.48447537422180176,0.43007922172546387,-0.08357762545347214,0.3361414670944214,0.4269433319568634,-0.025155073031783104,0.3619776666164398,0.3321686089038849,-0.05141085758805275,0.37815240025520325,0.2770647406578064,-0.07351332157850266,0.3911632299423218,0.2287137657403946,-0.08839530497789383,0.2906441390514374,0.41235876083374023,-0.027782728895545006,0.2959059476852417,0.30168643593788147,-0.04870625585317612,0.29741576313972473,0.23481960594654083,-0.06725147366523743,0.29622969031333923,0.17987743020057678,-0.08053620159626007,0.24843183159828186,0.421202689409256,-0.03500203788280487,0.23319363594055176,0.3229943513870239,-0.05632193014025688,0.22059297561645508,0.2625249922275543,-0.07059156149625778,0.2103777676820755,0.21161232888698578,-0.07989408820867538,0.20894861221313477,0.45128098130226135,-0.04540390148758888,0.17936669290065765,0.3808126449584961,-0.06453044712543488,0.1595979779958725,0.3338022232055664,-0.0719250813126564,0.14315003156661987,0.2905355989933014,-0.07572922855615616
